Area,Rooms,Code,Currency,Year,Average,January-March,April-June,July-September,October-December
,,51000.0,NIS thousand,2020.0,"1,600.6","1,621.4","1,542.5","1,571.7","1,629.2"
Total),2-1,51010.0,NIS thousand,2020.0,"1,077.3","1,130.8",991.7,"1,052.3","1,100.9"
Total),2.5-3,51030.0,NIS thousand,2020.0,"1,221.3","1,260.2","1,183.2","1,192.9","1,230.3"
Total),3.5-4,51050.0,NIS thousand,2020.0,"1,582.5","1,604.5","1,540.8","1,553.8","1,599.7"
Total),4.5-5,51070.0,NIS thousand,2020.0,"1,960.7","1,968.1","1,847.2","1,933.7","2,025.6"
Total),5.5-6,51090.0,NIS thousand,2020.0,"2,473.9","2,452.6","2,432.7","2,457.2","2,485.2"
,,51100.0,NIS thousand,2020.0,"1,849.2","1,892.8","1,827.6","1,812.7","1,854.5"
Jerusalem District,2-1,51110.0,NIS thousand,2020.0,"1,392.3","1,311.0","1,282.9","1,431.6","1,508.4"
Jerusalem District,2.5-3,51130.0,NIS thousand,2020.0,"1,460.0","1,541.7","1,478.6","1,443.4","1,402.3"
Jerusalem District,3.5-4,51150.0,NIS thousand,2020.0,"1,978.8","2,028.5","1,896.4","1,936.4","2,022.0"
Jerusalem District,4.5-5,51170.0,NIS thousand,2020.0,"2,296.3","2,232.2","2,218.6","2,257.7","2,421.6"
Jerusalem District,5.5-6,51190.0,NIS thousand,2020.0,"2,786.8","3,006.7","2,978.4","2,483.0","2,818.2"
,,51200.0,NIS thousand,2020.0,970.2,931.1,963.1,953.6,"1,010.8"
North District,2-1,51210.0,NIS thousand,2020.0,432.4,418.5,425.5,440.3,449.4
North District,2.5-3,51230.0,NIS thousand,2020.0,653.9,626.1,645.8,655.9,681.2
North District,3.5-4,51250.0,NIS thousand,2020.0,967.0,933.8,956.1,950.2,"1,007.9"
North District,4.5-5,51270.0,NIS thousand,2020.0,"1,272.2","1,264.1","1,233.1","1,225.5","1,342.0"
North District,5.5-6,51290.0,NIS thousand,2020.0,"1,735.3","1,770.8","1,685.5","1,699.6","1,715.1"
,,51300.0,NIS thousand,2020.0,"1,235.3","1,233.9","1,241.8","1,238.5","1,227.5"
Haifa District,2-1,51310.0,NIS thousand,2020.0,606.8,585.6,577.3,635.3,609.2
Haifa District,2.5-3,51330.0,NIS thousand,2020.0,859.4,826.3,864.5,871.4,870.8
Haifa District,3.5-4,51350.0,NIS thousand,2020.0,"1,233.1","1,219.5","1,231.4","1,240.8","1,232.2"
Haifa District,4.5-5,51370.0,NIS thousand,2020.0,"1,583.4","1,566.9","1,572.4","1,587.6","1,579.9"
Haifa District,5.5-6,51390.0,NIS thousand,2020.0,"2,150.0","2,236.0","2,101.1","2,148.5","2,085.0"
,,51400.0,NIS thousand,2020.0,"1,871.0","1,876.3","1,830.8","1,827.9","1,922.7"
center District,2-1,51410.0,NIS thousand,2020.0,"1,000.8","1,008.1",987.8,"1,012.6",988.7
center District,2.5-3,51430.0,NIS thousand,2020.0,"1,278.7","1,308.6","1,264.0","1,240.3","1,302.2"
center District,3.5-4,51450.0,NIS thousand,2020.0,"1,783.8","1,768.6","1,761.8","1,770.3","1,819.1"
center District,4.5-5,51470.0,NIS thousand,2020.0,"2,221.4","2,246.8","2,141.0","2,157.1","2,290.9"
center District,5.5-6,51490.0,NIS thousand,2020.0,"2,681.1","2,590.2","2,685.9","2,713.4","2,705.2"
,,51500.0,NIS thousand,2020.0,"2,373.4","2,380.7","2,247.2","2,365.4","2,398.9"
Tel Aviv District,2-1,51510.0,NIS thousand,2020.0,"1,618.1","1,667.5","1,586.2","1,583.4","1,607.9"
Tel Aviv District,2.5-3,51530.0,NIS thousand,2020.0,"1,928.6","2,000.7","1,859.7","1,863.9","1,926.6"
Tel Aviv District,3.5-4,51550.0,NIS thousand,2020.0,"2,554.0","2,558.1","2,404.8","2,563.9","2,587.9"
Tel Aviv District,4.5-5,51570.0,NIS thousand,2020.0,"3,258.5","3,287.6","2,992.7","3,332.7","3,251.7"
Tel Aviv District,5.5-6,51590.0,NIS thousand,2020.0,"3,345.7","3,022.4","2,764.9","3,947.7","3,361.0"
,,51600.0,NIS thousand,2020.0,"1,151.6","1,117.3","1,132.9","1,164.7","1,179.9"
South District,2-1,51610.0,NIS thousand,2020.0,671.7,637.3,624.5,679.2,730.5
South District,2.5-3,51630.0,NIS thousand,2020.0,841.9,814.3,844.7,851.6,856.4
South District,3.5-4,51650.0,NIS thousand,2020.0,"1,157.3","1,142.7","1,150.4","1,165.3","1,165.2"
South District,4.5-5,51670.0,NIS thousand,2020.0,"1,462.5","1,390.6","1,429.2","1,498.1","1,511.7"
South District,5.5-6,51690.0,NIS thousand,2020.0,"1,817.6","1,810.1","1,798.5","1,829.5","1,807.2"
,,51700.0,NIS thousand,2020.0,"1,606.4","1,560.5","1,537.1","1,643.7","1,645.1"
Ashdod,2-1,51710.0,NIS thousand,2020.0,926.1,897.0,863.3,981.6,947.1
Ashdod,2.5-3,51730.0,NIS thousand,2020.0,"1,254.1","1,229.3","1,255.4","1,246.9","1,276.3"
Ashdod,3.5-4,51750.0,NIS thousand,2020.0,"1,635.0","1,564.3","1,624.7","1,673.9","1,655.6"
Ashdod,4.5-5,51770.0,NIS thousand,2020.0,"2,095.9","2,043.0","1,950.6","2,104.2","2,234.4"
Ashdod,5.5-6,51790.0,NIS thousand,2020.0,"2,260.5","2,235.0","1,688.7","2,363.0","2,370.0"
,,51800.0,NIS thousand,2020.0,"1,171.9","1,128.1","1,158.9","1,163.8","1,219.8"
Ashkelon,2-1,51810.0,NIS thousand,2020.0,638.2,626.8,622.9,669.2,615.1
Ashkelon,2.5-3,51830.0,NIS thousand,2020.0,860.3,845.0,860.3,856.6,883.5
Ashkelon,3.5-4,51850.0,NIS thousand,2020.0,"1,167.2","1,163.4","1,195.6","1,147.0","1,170.8"
Ashkelon,4.5-5,51870.0,NIS thousand,2020.0,"1,512.0","1,462.0","1,499.8","1,518.2","1,538.3"
Ashkelon,5.5-6,51890.0,NIS thousand,2020.0,"2,101.2",,"1,958.3","2,110.0","2,201.0"
,,51900.0,NIS thousand,2020.0,"1,064.7","1,048.7","1,073.7","1,045.4","1,092.4"
Beer Sheva,2-1,51910.0,NIS thousand,2020.0,560.3,556.1,592.9,531.9,566.7
Beer Sheva,2.5-3,51930.0,NIS thousand,2020.0,774.1,763.1,793.5,767.7,777.0
Beer Sheva,3.5-4,51950.0,NIS thousand,2020.0,"1,087.0","1,062.8","1,086.3","1,085.5","1,112.0"
Beer Sheva,4.5-5,51970.0,NIS thousand,2020.0,"1,429.7","1,395.0","1,430.4","1,402.8","1,486.3"
Beer Sheva,5.5-6,51990.0,NIS thousand,2020.0,"1,745.8","1,688.2","1,961.8","1,683.5","1,714.5"
,,52000.0,NIS thousand,2020.0,"1,381.5","1,406.4","1,349.8","1,375.6","1,390.0"
Beit Shemesh,2-1,52010.0,NIS thousand,2020.0,822.2,918.2,,,
Beit Shemesh,2.5-3,52030.0,NIS thousand,2020.0,"1,134.4","1,128.7","1,167.6","1,123.9","1,133.1"
Beit Shemesh,3.5-4,52050.0,NIS thousand,2020.0,"1,414.0","1,434.8","1,326.4","1,388.4","1,472.8"
Beit Shemesh,4.5-5,52070.0,NIS thousand,2020.0,"1,696.4","1,648.3","1,576.4","1,732.7","1,774.9"
Beit Shemesh,5.5-6,52090.0,NIS thousand,2020.0,"2,016.4","2,119.1","2,051.3","1,815.4","2,178.5"
,,52100.0,NIS thousand,2020.0,"1,660.1","1,670.5","1,650.0","1,635.8","1,669.2"
Bnei Brak,2-1,52110.0,NIS thousand,2020.0,"1,216.6","1,219.6","1,116.9","1,310.8","1,215.5"
Bnei Brak,2.5-3,52130.0,NIS thousand,2020.0,"1,503.6","1,480.6","1,495.2","1,475.0","1,548.1"
Bnei Brak,3.5-4,52150.0,NIS thousand,2020.0,"1,908.4","1,888.0","1,832.8","1,954.1","1,921.6"
Bnei Brak,4.5-5,52170.0,NIS thousand,2020.0,"2,343.9","2,354.0","2,512.0","2,214.0","2,295.8"
Bnei Brak,5.5-6,52190.0,NIS thousand,2020.0,"2,632.3",,,,
,,52200.0,NIS thousand,2020.0,"1,650.6","1,590.5","1,632.7","1,597.0","1,757.4"
Bat Yam,2-1,52210.0,NIS thousand,2020.0,"1,155.3","1,158.2","1,102.5","1,125.1","1,200.3"
Bat Yam,2.5-3,52230.0,NIS thousand,2020.0,"1,403.8","1,357.4","1,402.3","1,377.5","1,471.2"
Bat Yam,3.5-4,52250.0,NIS thousand,2020.0,"1,963.4","2,022.2","1,936.9","1,899.4","1,989.0"
Bat Yam,4.5-5,52270.0,NIS thousand,2020.0,"2,838.0","2,902.9","2,647.2","2,747.3","2,943.2"
Bat Yam,5.5-6,52290.0,NIS thousand,2020.0,,,,,
,,52300.0,NIS thousand,2020.0,"1,811.8","1,761.9","1,956.6","1,747.7","1,791.7"
Holon,2-1,52310.0,NIS thousand,2020.0,"1,069.5","1,021.9","1,080.3","1,066.8","1,109.7"
Holon,2.5-3,52330.0,NIS thousand,2020.0,"1,364.6","1,373.8","1,360.0","1,352.6","1,372.7"
Holon,3.5-4,52350.0,NIS thousand,2020.0,"1,898.4","1,779.3","2,077.1","1,817.9","1,843.2"
Holon,4.5-5,52370.0,NIS thousand,2020.0,"2,473.5","2,398.6","2,544.1","2,501.6","2,487.4"
Holon,5.5-6,52390.0,NIS thousand,2020.0,"2,893.9","2,805.4","2,787.6","3,174.5","2,890.9"
,,52400.0,NIS thousand,2020.0,"1,213.5","1,216.7","1,199.1","1,224.1","1,201.4"
Haifa,2-1,52410.0,NIS thousand,2020.0,650.8,614.8,598.1,695.9,671.5
Haifa,2.5-3,52430.0,NIS thousand,2020.0,900.9,843.9,900.6,917.1,931.7
Haifa,3.5-4,52450.0,NIS thousand,2020.0,"1,375.9","1,392.3","1,376.8","1,368.5","1,365.2"
Haifa,4.5-5,52470.0,NIS thousand,2020.0,"2,005.0","2,096.9","2,032.6","2,003.9","1,859.7"
Haifa,5.5-6,52490.0,NIS thousand,2020.0,"2,229.3","2,261.7","2,161.2","2,388.4","1,940.5"
,,52500.0,NIS thousand,2020.0,"2,140.5","2,141.0","2,125.9","2,096.7","2,185.2"
Jerusalem,2-1,52510.0,NIS thousand,2020.0,"1,414.1","1,334.8","1,329.8","1,439.2","1,522.5"
Jerusalem,2.5-3,52530.0,NIS thousand,2020.0,"1,751.7","1,791.6","1,739.9","1,747.4","1,711.2"
Jerusalem,3.5-4,52550.0,NIS thousand,2020.0,"2,266.1","2,289.4","2,202.2","2,195.9","2,353.2"
Jerusalem,4.5-5,52570.0,NIS thousand,2020.0,"2,807.4","2,761.9","2,745.8","2,780.2","2,901.8"
Jerusalem,5.5-6,52590.0,NIS thousand,2020.0,"3,602.9","3,668.8","3,883.0","3,395.7","3,520.2"
,,52600.0,NIS thousand,2020.0,"2,228.0","2,221.9","2,245.2","2,159.3","2,271.1"
Kfar Saba,2-1,52610.0,NIS thousand,2020.0,"1,421.1",,,,
Kfar Saba,2.5-3,52630.0,NIS thousand,2020.0,"1,636.9","1,645.4","1,711.3","1,588.0","1,623.7"
Kfar Saba,3.5-4,52650.0,NIS thousand,2020.0,"2,087.9","2,022.7","2,129.2","2,046.2","2,147.7"
Kfar Saba,4.5-5,52670.0,NIS thousand,2020.0,"2,674.4","2,672.0","2,604.1","2,647.1","2,710.3"
Kfar Saba,5.5-6,52690.0,NIS thousand,2020.0,"3,115.6","3,078.0","3,113.1","3,057.0","3,268.8"
,,52700.0,NIS thousand,2020.0,"1,723.3","1,674.0","1,673.5","1,715.8","1,802.9"
Netanya,2-1,52710.0,NIS thousand,2020.0,919.0,933.1,878.4,992.5,898.8
Netanya,2.5-3,52730.0,NIS thousand,2020.0,"1,218.5","1,248.6","1,239.3","1,160.4","1,238.7"
Netanya,3.5-4,52750.0,NIS thousand,2020.0,"1,722.5","1,630.1","1,727.8","1,703.2","1,838.0"
Netanya,4.5-5,52770.0,NIS thousand,2020.0,"2,102.5","2,046.9","2,140.9","2,100.8","2,130.5"
Netanya,5.5-6,52790.0,NIS thousand,2020.0,"2,023.4","2,117.9","1,916.0","2,054.6","1,963.2"
,,52800.0,NIS thousand,2020.0,"1,800.0","1,755.8","1,839.8","1,765.1","1,837.6"
Petah Tiqwa,2-1,52810.0,NIS thousand,2020.0,"1,049.8","1,086.5","1,061.6","1,005.2","1,021.9"
Petah Tiqwa,2.5-3,52830.0,NIS thousand,2020.0,"1,333.0","1,288.3","1,304.3","1,369.7","1,363.9"
Petah Tiqwa,3.5-4,52850.0,NIS thousand,2020.0,"1,752.6","1,752.2","1,776.2","1,711.9","1,769.8"
Petah Tiqwa,4.5-5,52870.0,NIS thousand,2020.0,"2,257.1","2,194.1","2,298.3","2,193.9","2,330.2"
Petah Tiqwa,5.5-6,52890.0,NIS thousand,2020.0,"2,808.5","2,766.7","2,793.6","2,808.0","2,837.7"
,,52900.0,NIS thousand,2020.0,"1,861.1","1,840.1","1,714.7","1,871.5","1,995.3"
Rishon Lezion,2-1,52910.0,NIS thousand,2020.0,"1,099.9",977.9,"1,173.6","1,104.0","1,165.7"
Rishon Lezion,2.5-3,52930.0,NIS thousand,2020.0,"1,372.8","1,326.8","1,271.1","1,370.5","1,509.7"
Rishon Lezion,3.5-4,52950.0,NIS thousand,2020.0,"1,812.1","1,789.6","1,714.3","1,827.2","1,895.9"
Rishon Lezion,4.5-5,52970.0,NIS thousand,2020.0,"2,334.0","2,324.4","2,077.5","2,314.6","2,608.1"
Rishon Lezion,5.5-6,52990.0,NIS thousand,2020.0,"2,401.4","2,236.6","2,318.0","2,406.0","2,583.5"
,,53000.0,NIS thousand,2020.0,"1,859.6","1,797.2","1,829.3","1,883.0","1,912.1"
Rehovot,2-1,53010.0,NIS thousand,2020.0,"1,104.2","1,227.1",,"1,063.8",
Rehovot,2.5-3,53030.0,NIS thousand,2020.0,"1,399.6","1,393.4","1,390.1","1,420.4","1,400.6"
Rehovot,3.5-4,53050.0,NIS thousand,2020.0,"1,753.2","1,702.3","1,760.3","1,759.4","1,788.2"
Rehovot,4.5-5,53070.0,NIS thousand,2020.0,"2,217.2","2,177.5","2,162.0","2,177.7","2,317.6"
Rehovot,5.5-6,53090.0,NIS thousand,2020.0,"2,852.4","2,642.0","2,725.0","3,048.5","2,929.7"
,,53100.0,NIS thousand,2020.0,"2,237.3","2,149.6","2,188.1","2,115.9","2,400.5"
Ramat Gan,2-1,53110.0,NIS thousand,2020.0,"1,410.8","1,465.8","1,458.6","1,214.6","1,448.5"
Ramat Gan,2.5-3,53130.0,NIS thousand,2020.0,"1,937.1","1,814.3","1,839.0","1,798.0","2,131.0"
Ramat Gan,3.5-4,53150.0,NIS thousand,2020.0,"2,456.6","2,352.0","2,346.6","2,342.2","2,688.8"
Ramat Gan,4.5-5,53170.0,NIS thousand,2020.0,"2,954.4","2,810.0","2,904.2","2,867.8","3,182.5"
Ramat Gan,5.5-6,53190.0,NIS thousand,2020.0,"3,604.6","3,146.9",,"3,560.0","3,635.6"
,,53200.0,NIS thousand,2020.0,"3,091.9","2,993.9","2,829.0","3,203.6","3,167.7"
Tel Aviv,2-1,53210.0,NIS thousand,2020.0,"2,083.1","2,078.9","2,035.7","2,140.0","2,101.2"
Tel Aviv,2.5-3,53230.0,NIS thousand,2020.0,"2,666.1","2,678.4","2,588.0","2,632.2","2,676.3"
Tel Aviv,3.5-4,53250.0,NIS thousand,2020.0,"3,537.0","3,389.1","3,298.8","3,676.0","3,660.2"
Tel Aviv,4.5-5,53270.0,NIS thousand,2020.0,"4,761.0","4,697.4","4,017.6","4,977.6","4,960.9"
Tel Aviv,5.5-6,53290.0,NIS thousand,2020.0,"6,480.5","5,358.0",,"6,995.8","7,228.7"
,,51000.0,NIS thousand,2021.0,"1,728.7","1,704.9","1,685.2","1,716.4","1,766.7"
Total),2-1,51010.0,NIS thousand,2021.0,"1,144.4","1,145.7","1,126.1","1,130.2","1,145.4"
Total),2.5-3,51030.0,NIS thousand,2021.0,"1,298.1","1,291.2","1,245.7","1,286.5","1,330.5"
Total),3.5-4,51050.0,NIS thousand,2021.0,"1,720.3","1,679.1","1,698.8","1,712.8","1,749.3"
Total),4.5-5,51070.0,NIS thousand,2021.0,"2,268.5","2,178.1","2,220.2","2,287.0","2,334.5"
Total),5.5-6,51090.0,NIS thousand,2021.0,"2,769.9","2,631.1","2,701.1","2,847.8","2,862.2"
,,51100.0,NIS thousand,2021.0,"2,028.4","1,912.6","1,960.2","2,085.9","2,120.8"
Jerusalem District,2-1,51110.0,NIS thousand,2021.0,"1,430.4","1,424.4","1,442.3","1,433.0","1,444.7"
Jerusalem District,2.5-3,51130.0,NIS thousand,2021.0,"1,627.3","1,543.2","1,520.2","1,698.5","1,717.7"
Jerusalem District,3.5-4,51150.0,NIS thousand,2021.0,"2,152.9","2,015.9","2,105.1","2,255.3","2,235.8"
Jerusalem District,4.5-5,51170.0,NIS thousand,2021.0,"2,707.6","2,535.2","2,615.5","2,756.2","2,814.5"
Jerusalem District,5.5-6,51190.0,NIS thousand,2021.0,"3,174.8","2,828.5","3,192.4","3,137.2","3,552.6"
,,51200.0,NIS thousand,2021.0,"1,012.2","1,025.2","1,005.3","1,003.0","1,007.2"
North District,2-1,51210.0,NIS thousand,2021.0,473.7,466.7,478.0,484.1,464.1
North District,2.5-3,51230.0,NIS thousand,2021.0,675.8,686.4,673.6,662.3,681.2
North District,3.5-4,51250.0,NIS thousand,2021.0,"1,008.8",995.9,"1,002.0","1,034.6","1,003.2"
North District,4.5-5,51270.0,NIS thousand,2021.0,"1,442.1","1,402.7","1,462.9","1,466.1","1,434.0"
North District,5.5-6,51290.0,NIS thousand,2021.0,"1,784.8","1,680.0","1,815.8","1,799.7","1,814.0"
,,51300.0,NIS thousand,2021.0,"1,286.1","1,273.9","1,243.7","1,263.9","1,343.6"
Haifa District,2-1,51310.0,NIS thousand,2021.0,644.0,632.6,631.5,651.8,656.4
Haifa District,2.5-3,51330.0,NIS thousand,2021.0,886.6,877.3,845.8,890.1,925.1
Haifa District,3.5-4,51350.0,NIS thousand,2021.0,"1,325.1","1,306.0","1,297.7","1,272.2","1,391.6"
Haifa District,4.5-5,51370.0,NIS thousand,2021.0,"1,789.3","1,703.1","1,758.4","1,794.6","1,870.0"
Haifa District,5.5-6,51390.0,NIS thousand,2021.0,"2,341.1","2,210.9","2,265.6","2,359.6","2,489.5"
,,51400.0,NIS thousand,2021.0,"2,044.8","2,006.2","2,007.0","2,108.0","2,055.7"
center District,2-1,51410.0,NIS thousand,2021.0,"1,048.9","1,021.6","1,040.4","1,071.2","1,072.4"
center District,2.5-3,51430.0,NIS thousand,2021.0,"1,401.9","1,367.8","1,378.2","1,449.3","1,412.0"
center District,3.5-4,51450.0,NIS thousand,2021.0,"1,941.9","1,894.4","1,922.2","1,987.3","1,957.9"
center District,4.5-5,51470.0,NIS thousand,2021.0,"2,520.0","2,428.5","2,453.2","2,614.2","2,575.8"
center District,5.5-6,51490.0,NIS thousand,2021.0,"3,086.1","2,970.1","3,084.0","3,343.5","2,994.9"
,,51500.0,NIS thousand,2021.0,"2,502.8","2,384.5","2,422.1","2,505.5","2,642.1"
Tel Aviv District,2-1,51510.0,NIS thousand,2021.0,"1,746.8","1,656.8","1,743.3","1,726.7","1,832.2"
Tel Aviv District,2.5-3,51530.0,NIS thousand,2021.0,"2,044.9","1,975.5","1,949.5","2,050.8","2,154.7"
Tel Aviv District,3.5-4,51550.0,NIS thousand,2021.0,"2,680.9","2,501.3","2,636.9","2,699.7","2,814.7"
Tel Aviv District,4.5-5,51570.0,NIS thousand,2021.0,"3,422.6","3,142.8","3,307.9","3,461.1","3,696.4"
Tel Aviv District,5.5-6,51590.0,NIS thousand,2021.0,"3,993.7","3,695.5","3,916.6","3,912.8","4,289.0"
,,51600.0,NIS thousand,2021.0,"1,201.0","1,198.9","1,170.7","1,183.9","1,236.9"
South District,2-1,51610.0,NIS thousand,2021.0,743.8,720.1,741.4,726.0,769.2
South District,2.5-3,51630.0,NIS thousand,2021.0,869.6,863.2,851.6,871.9,884.9
South District,3.5-4,51650.0,NIS thousand,2021.0,"1,217.1","1,195.8","1,199.3","1,215.2","1,247.3"
South District,4.5-5,51670.0,NIS thousand,2021.0,"1,686.0","1,624.1","1,636.7","1,663.4","1,789.5"
South District,5.5-6,51690.0,NIS thousand,2021.0,"2,018.4","1,964.8","1,842.2","2,119.7","2,163.6"
,,51700.0,NIS thousand,2021.0,"1,669.7","1,614.3","1,633.4","1,692.2","1,725.7"
Ashdod,2-1,51710.0,NIS thousand,2021.0,975.8,964.2,921.9,"1,018.8","1,013.1"
Ashdod,2.5-3,51730.0,NIS thousand,2021.0,"1,334.6","1,293.3","1,321.4","1,354.7","1,363.3"
Ashdod,3.5-4,51750.0,NIS thousand,2021.0,"1,695.0","1,657.7","1,679.4","1,753.4","1,695.3"
Ashdod,4.5-5,51770.0,NIS thousand,2021.0,"2,247.5","2,087.9","2,213.0","2,291.8","2,371.6"
Ashdod,5.5-6,51790.0,NIS thousand,2021.0,"2,521.3","2,128.6","2,669.1","2,768.3","2,491.2"
,,51800.0,NIS thousand,2021.0,"1,250.3","1,249.8","1,215.1","1,208.6","1,332.3"
Ashkelon,2-1,51810.0,NIS thousand,2021.0,682.1,716.7,680.5,610.6,720.2
Ashkelon,2.5-3,51830.0,NIS thousand,2021.0,900.6,900.1,882.0,895.6,932.0
Ashkelon,3.5-4,51850.0,NIS thousand,2021.0,"1,265.5","1,229.9","1,219.8","1,268.7","1,340.3"
Ashkelon,4.5-5,51870.0,NIS thousand,2021.0,"1,624.0","1,574.7","1,575.6","1,593.5","1,763.2"
Ashkelon,5.5-6,51890.0,NIS thousand,2021.0,"2,421.9","2,433.0","2,267.3","2,497.9","2,467.9"
,,51900.0,NIS thousand,2021.0,"1,033.1","1,047.4","1,006.1","1,028.4","1,048.3"
Beer Sheva,2-1,51910.0,NIS thousand,2021.0,560.1,547.1,568.4,564.0,558.8
Beer Sheva,2.5-3,51930.0,NIS thousand,2021.0,758.5,743.9,755.3,768.1,764.3
Beer Sheva,3.5-4,51950.0,NIS thousand,2021.0,"1,090.2","1,088.7","1,077.2","1,093.5","1,099.3"
Beer Sheva,4.5-5,51970.0,NIS thousand,2021.0,"1,562.5","1,554.8","1,537.8","1,522.7","1,616.5"
Beer Sheva,5.5-6,51990.0,NIS thousand,2021.0,"1,940.2","1,797.0","1,968.0","2,006.4","1,989.9"
,,52000.0,NIS thousand,2021.0,"1,570.5","1,459.3","1,507.1","1,637.7","1,688.9"
Beit Shemesh,2-1,52010.0,NIS thousand,2021.0,982.5,,,"1,010.1",857.2
Beit Shemesh,2.5-3,52030.0,NIS thousand,2021.0,"1,244.6","1,198.3","1,186.6","1,319.2","1,306.6"
Beit Shemesh,3.5-4,52050.0,NIS thousand,2021.0,"1,583.9","1,497.5","1,560.8","1,603.9","1,670.5"
Beit Shemesh,4.5-5,52070.0,NIS thousand,2021.0,"2,074.2","1,843.3","2,000.0","2,164.4","2,242.1"
Beit Shemesh,5.5-6,52090.0,NIS thousand,2021.0,"2,342.5","2,081.4","2,374.4","2,499.8","2,625.7"
,,52100.0,NIS thousand,2021.0,"1,646.7","1,516.4","1,654.1","1,731.7","1,758.9"
Bnei Brak,2-1,52110.0,NIS thousand,2021.0,"1,247.9","1,223.7","1,281.6","1,260.2","1,229.7"
Bnei Brak,2.5-3,52130.0,NIS thousand,2021.0,"1,474.7","1,388.5","1,471.3","1,525.0","1,535.3"
Bnei Brak,3.5-4,52150.0,NIS thousand,2021.0,"1,753.6","1,521.3","1,869.8","1,951.5","1,981.9"
Bnei Brak,4.5-5,52170.0,NIS thousand,2021.0,"2,190.2","1,833.6","2,382.9","2,446.8","2,725.5"
Bnei Brak,5.5-6,52190.0,NIS thousand,2021.0,"2,822.2","2,600.8",,,"2,775.3"
,,52200.0,NIS thousand,2021.0,"1,836.1","1,833.8","1,872.1","1,794.0","1,866.4"
Bat Yam,2-1,52210.0,NIS thousand,2021.0,"1,265.2","1,182.4","1,253.4","1,304.6","1,309.0"
Bat Yam,2.5-3,52230.0,NIS thousand,2021.0,"1,568.4","1,540.1","1,555.6","1,591.5","1,618.8"
Bat Yam,3.5-4,52250.0,NIS thousand,2021.0,"2,105.2","2,089.9","2,080.5","2,191.3","2,071.8"
Bat Yam,4.5-5,52270.0,NIS thousand,2021.0,"2,829.5","2,750.1","2,826.6","2,830.3","2,917.9"
Bat Yam,5.5-6,52290.0,NIS thousand,2021.0,"3,094.2","3,121.2","3,108.3",,
,,52300.0,NIS thousand,2021.0,"1,834.2","1,804.1","1,814.0","1,823.2","1,891.9"
Holon,2-1,52310.0,NIS thousand,2021.0,"1,142.0","1,091.6","1,133.8","1,174.2","1,161.6"
Holon,2.5-3,52330.0,NIS thousand,2021.0,"1,420.4","1,403.5","1,417.7","1,415.3","1,441.4"
Holon,3.5-4,52350.0,NIS thousand,2021.0,"1,933.9","1,864.3","1,930.5","1,935.5","2,000.4"
Holon,4.5-5,52370.0,NIS thousand,2021.0,"2,558.7","2,483.5","2,595.6","2,535.2","2,623.5"
Holon,5.5-6,52390.0,NIS thousand,2021.0,"3,476.8","3,366.1","3,330.8","3,346.8","4,014.4"
,,52400.0,NIS thousand,2021.0,"1,225.1","1,229.7","1,174.0","1,168.6","1,286.8"
Haifa,2-1,52410.0,NIS thousand,2021.0,664.3,653.6,652.2,663.6,679.9
Haifa,2.5-3,52430.0,NIS thousand,2021.0,925.2,933.6,912.4,885.9,962.3
Haifa,3.5-4,52450.0,NIS thousand,2021.0,"1,445.0","1,436.7","1,355.6","1,368.5","1,525.3"
Haifa,4.5-5,52470.0,NIS thousand,2021.0,"2,078.8","2,050.3","2,011.5","2,055.3","2,152.5"
Haifa,5.5-6,52490.0,NIS thousand,2021.0,"2,450.2","2,466.2","2,248.7","2,438.6","2,511.9"
,,52500.0,NIS thousand,2021.0,"2,211.0","2,141.6","2,131.3","2,204.9","2,314.0"
Jerusalem,2-1,52510.0,NIS thousand,2021.0,"1,449.0","1,434.7","1,450.0","1,458.5","1,469.2"
Jerusalem,2.5-3,52530.0,NIS thousand,2021.0,"1,813.2","1,785.9","1,707.6","1,801.8","1,907.0"
Jerusalem,3.5-4,52550.0,NIS thousand,2021.0,"2,397.3","2,236.5","2,295.1","2,470.6","2,556.5"
Jerusalem,4.5-5,52570.0,NIS thousand,2021.0,"3,081.5","2,982.4","2,989.4","3,019.6","3,194.0"
Jerusalem,5.5-6,52590.0,NIS thousand,2021.0,"3,755.1","3,819.3","3,632.4","3,638.8","3,985.7"
,,52600.0,NIS thousand,2021.0,"2,369.7","2,279.8","2,238.7","2,377.3","2,547.9"
Kfar Saba,2-1,52610.0,NIS thousand,2021.0,"1,354.0",,"1,257.4",,"1,379.0"
Kfar Saba,2.5-3,52630.0,NIS thousand,2021.0,"1,803.9","1,752.1","1,796.6","1,803.7","1,843.4"
Kfar Saba,3.5-4,52650.0,NIS thousand,2021.0,"2,248.4","2,176.4","2,130.4","2,301.4","2,404.3"
Kfar Saba,4.5-5,52670.0,NIS thousand,2021.0,"2,811.1","2,591.2","2,683.9","2,769.7","3,090.6"
Kfar Saba,5.5-6,52690.0,NIS thousand,2021.0,"3,538.3","3,426.9","3,275.8","3,760.0","3,740.0"
,,52700.0,NIS thousand,2021.0,"2,079.8","1,905.3","1,930.6","2,346.8","2,110.7"
Netanya,2-1,52710.0,NIS thousand,2021.0,967.3,"1,014.8",879.7,991.0,988.9
Netanya,2.5-3,52730.0,NIS thousand,2021.0,"1,322.4","1,251.6","1,282.0","1,362.9","1,382.1"
Netanya,3.5-4,52750.0,NIS thousand,2021.0,"2,015.2","1,868.9","1,893.6","2,203.4","2,064.0"
